From Point,To Point,Distance (km),Fare (BDT)
Motijhil (Shapla Chottor),Mohammadpur (Bosila Road),9.46,22
Motijhil (Shapla Chottor),Bosila CNG Stand,9.69,23
Motijhil (Shapla Chottor),Bosila,11.35,27
Motijhil (Shapla Chottor),Washpur,12.23,30
Motijhil (Shapla Chottor),Ghatarchar,13.18,32
Motijhil (Notre Dame College),Motijhil (Notre Dame College),0,0
Motijhil (Notre Dame College),Fakirapul,0.63,10
Motijhil (Notre Dame College),Kakrail,1.5,10
Motijhil (Notre Dame College),Motsyabhaban,2.3,10
Motijhil (Notre Dame College),Shahbag,3.12,10
Motijhil (Notre Dame College),Bangla Motor,3.89,10
Motijhil (Notre Dame College),Karwan Bazar,4.54,10
Motijhil (Notre Dame College),Farmgate,5.39,10
Motijhil (Notre Dame College),Asadgate,7.37,18
Motijhil (Notre Dame College),Town Hall,8.1,18
Motijhil (Notre Dame College),Mohammadpur Bus Stand,8.55,19
Motijhil (Notre Dame College),Mohammadpur (Bosila Road),8.97,20
Motijhil (Notre Dame College),Bosila CNG Stand,9.2,21
Motijhil (Notre Dame College),Bosila,10.86,25
Motijhil (Notre Dame College),Washpur,11.74,27
Motijhil (Notre Dame College),Ghatarchar,12.69,31
Fakirapul,Fakirapul,0,0
Fakirapul,Kakrail,0.87,10
Fakirapul,Motsyabhaban,1.67,10
Fakirapul,Shahbag,2.49,10
Fakirapul,Bangla Motor,3.26,10
Fakirapul,Karwan Bazar,3.91,10
Fakirapul,Farmgate,4.76,10
Fakirapul,Asadgate,6.74,17
Fakirapul,Town Hall,7.47,18
Fakirapul,Mohammadpur Bus Stand,7.92,19
Fakirapul,Mohammadpur (Bosila Road),8.34,20
Fakirapul,Bosila CNG Stand,8.57,21
Fakirapul,Bosila,10.23,25
Fakirapul,Washpur,11.11,27
Fakirapul,Ghatarchar,12.06,30
Kakrail,Kakrail,0,0
Kakrail,Motsyabhaban,0.8,10
Kakrail,Shahbag,1.62,10
Kakrail,Bangla Motor,2.39,10
Kakrail,Karwan Bazar,3.04,10
Kakrail,Farmgate,3.89,10
Kakrail,Asadgate,5.87,14
Kakrail,Town Hall,6.6,16
Kakrail,Mohammadpur Bus Stand,7.05,17
Kakrail,Mohammadpur (Bosila Road),7.47,18
Kakrail,Bosila CNG Stand,7.7,19
Kakrail,Bosila,9.36,23
Kakrail,Washpur,10.24,25
Kakrail,Ghatarchar,11.19,27
Motsyabhaban,Motsyabhaban,0,0
Motsyabhaban,Shahbag,0.82,10
Motsyabhaban,Bangla Motor,1.59,10
Motsyabhaban,Karwan Bazar,2.24,10
Motsyabhaban,Farmgate,3.09,10
Motsyabhaban,Asadgate,5.07,12
Motsyabhaban,Town Hall,5.8,14
Motsyabhaban,Mohammadpur Bus Stand,6.25,15
Motsyabhaban,Mohammadpur (Bosila Road),6.67,16
Motsyabhaban,Bosila CNG Stand,6.9,17
Motsyabhaban,Bosila,8.56,21
Motsyabhaban,Washpur,9.44,23
Motsyabhaban,Ghatarchar,10.39,25
Shahbag,Shahbag,0,0
Shahbag,Bangla Motor,0.77,10
Shahbag,Karwan Bazar,1.42,10
Shahbag,Farmgate,2.27,10
Shahbag,Asadgate,4.25,10
Shahbag,Town Hall,4.98,10
Shahbag,Mohammadpur Bus Stand,5.43,10
Shahbag,Mohammadpur (Bosila Road),5.85,10
Shahbag,Bosila CNG Stand,6.08,10
Shahbag,Bosila,7.74,19
Shahbag,Washpur,8.62,21
Shahbag,Ghatarchar,9.57,23
Bangla Motor,Bangla Motor,0,0
Bangla Motor,Karwan Bazar,0.65,10
Bangla Motor,Farmgate,1.5,10
Bangla Motor,Asadgate,3.48,10
Bangla Motor,Town Hall,4.21,10
Bangla Motor,Mohammadpur Bus Stand,4.66,10
Bangla Motor,Mohammadpur (Bosila Road),5.08,10
Bangla Motor,Bosila CNG Stand,5.31,10
Bangla Motor,Washpur,6.19,10
Bangla Motor,Ghatarchar,7.14,10
Karwan Bazar,Karwan Bazar,0,0
Karwan Bazar,Farmgate,0.85,10
Karwan Bazar,Asadgate,2.83,10
Karwan Bazar,Town Hall,3.56,10
Karwan Bazar,Mohammadpur Bus Stand,4.01,10
Karwan Bazar,Mohammadpur (Bosila Road),4.43,10
Karwan Bazar,Bosila CNG Stand,4.66,10
Karwan Bazar,Washpur,5.54,10
Karwan Bazar,Ghatarchar,6.49,10
Farmgate,Farmgate,0,0
Farmgate,Asadgate,1.98,10
Farmgate,Town Hall,2.71,10
Farmgate,Mohammadpur Bus Stand,3.16,10
Farmgate,Mohammadpur (Bosila Road),3.58,10
Farmgate,Bosila CNG Stand,3.81,10
Farmgate,Washpur,4.69,11
Farmgate,Ghatarchar,5.64,13
Asadgate,Asadgate,0,0
Asadgate,Town Hall,0.73,10
Asadgate,Mohammadpur Bus Stand,1.18,10
Asadgate,Mohammadpur (Bosila Road),1.6,10
Asadgate,Bosila CNG Stand,1.83,10
Asadgate,Washpur,2.71,10
Asadgate,Ghatarchar,3.66,10
Town Hall,Town Hall,0,0
Town Hall,Mohammadpur Bus Stand,0.45,10
Town Hall,Mohammadpur (Bosila Road),0.87,10
Town Hall,Bosila CNG Stand,1.1,10
Town Hall,Washpur,1.98,10
Town Hall,Ghatarchar,2.93,10
Mohammadpur Bus Stand,Mohammadpur Bus Stand,0,0
Mohammadpur Bus Stand,Mohammadpur (Bosila Road),0.42,10
Mohammadpur Bus Stand,Bosila CNG Stand,0.65,10
Mohammadpur Bus Stand,Washpur,1.53,10
Mohammadpur Bus Stand,Ghatarchar,2.48,10
Mohammadpur (Bosila Road),Mohammadpur (Bosila Road),0,0
Mohammadpur (Bosila Road),Bosila CNG Stand,0.23,10
Mohammadpur (Bosila Road),Washpur,1.11,10
Mohammadpur (Bosila Road),Ghatarchar,2.06,10
Bosila CNG Stand,Bosila CNG Stand,0,0
Bosila CNG Stand,Washpur,0.88,10
Bosila CNG Stand,Ghatarchar,1.83,10
Washpur,Washpur,0,0
Washpur,Ghatarchar,0.95,10
Ghatarchar,Ghatarchar,0,0
Demra Bridge,Demra Bridge,0,0
Demra Bridge,Demra Staff Quarter,2,10
Demra Bridge,Meradia (New Road),8.5,21
Demra Bridge,Rampura (Banasree),11.5,28
Demra Bridge,Mowchak,14,34
Demra Bridge,Kakrail,14.9,37
Demra Bridge,Shahbag,17,42
Demra Bridge,Science Lab,18.2,45
Demra Bridge,Asadgate,22.2,54
Demra Bridge,Kalyanpur,24.5,60
Demra Bridge,Gabtoli,25.4,62
Demra Bridge,Savar,38.9,95
Demra Bridge,Nabinagar,46.9,115
Demra Staff Quarter,Demra Staff Quarter,0,0
Demra Staff Quarter,Meradia (New Road),6.5,16
Demra Staff Quarter,Rampura (Banasree),9.5,23
Demra Staff Quarter,Mowchak,12,29
Demra Staff Quarter,Kakrail,12.9,32
Demra Staff Quarter,Shahbag,15,37
Demra Staff Quarter,Science Lab,16.2,40
Demra Staff Quarter,Asadgate,20.2,49
Demra Staff Quarter,Kalyanpur,22.5,55
Demra Staff Quarter,Gabtoli,23.4,57
Demra Staff Quarter,Savar,36.9,90
Demra Staff Quarter,Nabinagar,44.9,110
Meradia (New Road),Meradia (New Road),0,0
Meradia (New Road),Rampura (Banasree),3,10
Meradia (New Road),Mowchak,5.5,13
Meradia (New Road),Kakrail,6.4,16
Meradia (New Road),Shahbag,8.5,21
Meradia (New Road),Science Lab,9.7,24
Meradia (New Road),Asadgate,13.7,34
Meradia (New Road),Kalyanpur,16,39
Meradia (New Road),Gabtoli,16.9,41
Meradia (New Road),Savar,30.4,74
Meradia (New Road),Nabinagar,38.4,94
Rampura (Banasree),Rampura (Banasree),0,0
Rampura (Banasree),Mowchak,2.5,10
Rampura (Banasree),Kakrail,3.4,10
Rampura (Banasree),Shahbag,5.5,13
Rampura (Banasree),Science Lab,6.7,16
Rampura (Banasree),Asadgate,10.7,26
Rampura (Banasree),Kalyanpur,13,32
Rampura (Banasree),Gabtoli,13.9,34
Rampura (Banasree),Savar,27.4,67
Rampura (Banasree),Nabinagar,35.4,87
Mowchak,Mowchak,0,0
Mowchak,Kakrail,0.9,10
Mowchak,Shahbag,3,10
Mowchak,Science Lab,4.2,10
Mowchak,Asadgate,8.2,20
Mowchak,Kalyanpur,10.5,26
Mowchak,Gabtoli,11.4,28
Mowchak,Savar,24.9,61
Mowchak,Nabinagar,32.9,81
Kakrail,Kakrail,0,0
Kakrail,Shahbag,2.1,10
Kakrail,Science Lab,3.3,10
Kakrail,Asadgate,7.3,18
Kakrail,Kalyanpur,9.6,24
Kakrail,Gabtoli,10.5,26
Kakrail,Savar,24,59
Kakrail,Nabinagar,32,78
Shahbag,Shahbag,0,0
Shahbag,Science Lab,1.2,10
Shahbag,Asadgate,5.2,13
Shahbag,Kalyanpur,7.5,18
Shahbag,Gabtoli,8.4,21
Shahbag,Savar,21.9,54
Shahbag,Nabinagar,29.9,73
Science Lab,Science Lab,0,0
Science Lab,Asadgate,4,10
Science Lab,Kalyanpur,6.3,15
Science Lab,Gabtoli,7.2,18
Science Lab,Savar,20.7,51
Science Lab,Nabinagar,28.7,70
Asadgate,Asadgate,0,0
Asadgate,Kalyanpur,2.3,10
Asadgate,Gabtoli,3.2,10
Asadgate,Savar,16.7,41
Asadgate,Nabinagar,24.7,61
Kalyanpur,Kalyanpur,0,0
Kalyanpur,Gabtoli,0.9,10
Kalyanpur,Savar,14.4,35
Kalyanpur,Nabinagar,22.4,55
Gabtoli,Gabtoli,0,0
Gabtoli,Savar,13.5,33
Gabtoli,Nabinagar,21.5,53
Savar,Savar,0,0
Savar,Nabinagar,8,20
Nabinagar,Nabinagar,0,0
Demra Staff Quarter,Demra Staff Quarter,0,0
Demra Staff Quarter,Meradia Bazar,8,20
Demra Staff Quarter,Rampura,10.8,26
Demra Staff Quarter,Mowchak,13.3,33
Demra Staff Quarter,Mogbazar,14.3,35
Demra Staff Quarter,Bangla Motor,15.5,38
Demra Staff Quarter,Farmgate,17.5,43
Demra Staff Quarter,Asad Gate,19.2,47
Demra Staff Quarter,Mohammadpur,20.5,50
Demra Staff Quarter,Bosila,23.5,58
Meradia Bazar,Meradia Bazar,0,0
Meradia Bazar,Rampura,2.8,10
Meradia Bazar,Mowchak,5.3,13
Meradia Bazar,Mogbazar,6.3,15
Meradia Bazar,Bangla Motor,7.5,18
Meradia Bazar,Farmgate,9.5,23
Meradia Bazar,Asad Gate,11.2,27
Meradia Bazar,Mohammadpur,12.5,31
Meradia Bazar,Bosila,15.5,38
Rampura,Rampura,0,0
Rampura,Mowchak,2.5,10
Rampura,Mogbazar,3.5,10
Rampura,Bangla Motor,4.7,12
Rampura,Farmgate,6.7,16
Rampura,Asad Gate,8.4,21
Rampura,Mohammadpur,9.7,24
Rampura,Bosila,12.7,31
Mowchak,Mowchak,0,0
Mowchak,Mogbazar,1,10
Mowchak,Bangla Motor,2.2,10
Mowchak,Farmgate,4.2,10
Mowchak,Asad Gate,5.9,14
Mowchak,Mohammadpur,7.2,18
Mowchak,Bosila,10.2,25
Mogbazar,Mogbazar,0,0
Mogbazar,Bangla Motor,1.2,10
Mogbazar,Farmgate,3.2,10
Mogbazar,Asad Gate,4.9,12
Mogbazar,Mohammadpur,6.2,15
Mogbazar,Bosila,9.2,23
Bangla Motor,Bangla Motor,0,0
Bangla Motor,Farmgate,2,10
Bangla Motor,Asad Gate,3.7,10
Bangla Motor,Mohammadpur,5,12
Bangla Motor,Bosila,8,20
Farmgate,Farmgate,0,0
Farmgate,Asad Gate,1.7,10
Farmgate,Mohammadpur,3,10
Farmgate,Bosila,6,15
Asad Gate,Asad Gate,0,0
Asad Gate,Mohammadpur,1.3,10
Asad Gate,Bosila,4.3,10
Mohammadpur,Mohammadpur,0,0
Mohammadpur,Bosila,3,10
Bosila,Bosila,0,0
Shyaltoli,Shyaltoli,0,0
Shyaltoli,Original Ten,2,10
Shyaltoli,Purabi,3,10
Shyaltoli,Kalshi Mor,6.3,15
Shyaltoli,Md. Zillur Rahman Flyover,9.8,24
Shyaltoli,Kakoli,11.8,29
Shyaltoli,Mohakhali,13.6,33
Shyaltoli,Satrasta,15.8,39
Shyaltoli,Mogbazar,17.3,42
Shyaltoli,Malibagh,18.3,45
Shyaltoli,Kakrail,19.3,47
Shyaltoli,Fakirapul,20.3,50
Shyaltoli,Kamalapur (Peer Janghi Mazar),21.3,52
Original Ten,Original Ten,0,0
Original Ten,Purabi,1,10
Original Ten,Kalshi Mor,4.3,11
Original Ten,Md. Zillur Rahman Flyover,7.8,19
Original Ten,Kakoli,9.8,24
Original Ten,Mohakhali,11.6,28
Original Ten,Satrasta,13.8,34
Original Ten,Mogbazar,15.3,37
Original Ten,Malibagh,16.3,40
Original Ten,Kakrail,17.3,42
Original Ten,Fakirapul,18.3,45
Original Ten,Kamalapur (Peer Janghi Mazar),19.3,47
Purabi,Purabi,0,0
Purabi,Kalshi Mor,3.3,10
Purabi,Md. Zillur Rahman Flyover,6.8,17
Purabi,Kakoli,8.8,22
Purabi,Mohakhali,10.6,26
Purabi,Satrasta,12.8,31
Purabi,Mogbazar,14.3,35
Purabi,Malibagh,15.3,37
Purabi,Kakrail,16.3,40
Purabi,Fakirapul,17.3,42
Purabi,Kamalapur (Peer Janghi Mazar),18.3,45
Kalshi Mor,Kalshi Mor,0,0
Kalshi Mor,Md. Zillur Rahman Flyover,3.5,10
Kalshi Mor,Kakoli,5.5,13
Kalshi Mor,Mohakhali,7.3,18
Kalshi Mor,Satrasta,9.5,23
Kalshi Mor,Mogbazar,11,27
Kalshi Mor,Malibagh,12,29
Kalshi Mor,Kakrail,13,32
Kalshi Mor,Fakirapul,14,34
Kalshi Mor,Kamalapur (Peer Janghi Mazar),15,37
Md. Zillur Rahman Flyover,Md. Zillur Rahman Flyover,0,0
Md. Zillur Rahman Flyover,Kakoli,2,10
Md. Zillur Rahman Flyover,Mohakhali,3.8,10
Md. Zillur Rahman Flyover,Satrasta,6,15
Md. Zillur Rahman Flyover,Mogbazar,7.5,18
Md. Zillur Rahman Flyover,Malibagh,8.5,21
Md. Zillur Rahman Flyover,Kakrail,9.5,23
Md. Zillur Rahman Flyover,Fakirapul,10.5,26
Md. Zillur Rahman Flyover,Kamalapur (Peer Janghi Mazar),11.5,28
Kakoli,Kakoli,0,0
Kakoli,Mohakhali,1.8,10
Kakoli,Satrasta,4,10
Kakoli,Mogbazar,5.5,13
Kakoli,Malibagh,6.5,16
Kakoli,Kakrail,7.5,18
Kakoli,Fakirapul,8.5,21
Kakoli,Kamalapur (Peer Janghi Mazar),9.5,23
Mohakhali,Mohakhali,0,0
Mohakhali,Satrasta,2.2,10
Mohakhali,Mogbazar,3.7,10
Mohakhali,Malibagh,4.7,10
Mohakhali,Kakrail,5.7,10
Mohakhali,Fakirapul,6.7,12
Mohakhali,Kamalapur (Peer Janghi Mazar),7.7,14
Satrasta,Satrasta,0,0
Satrasta,Mogbazar,1.5,10
Satrasta,Malibagh,2.5,10
Satrasta,Kakrail,3.5,10
Satrasta,Fakirapul,4.5,10
Satrasta,Kamalapur (Peer Janghi Mazar),5.5,10
Mogbazar,Mogbazar,0,0
Mogbazar,Malibagh,1,10
Mogbazar,Kakrail,2,10
Mogbazar,Fakirapul,3,10
Mogbazar,Kamalapur (Peer Janghi Mazar),4,10
Malibagh,Malibagh,0,0
Malibagh,Kakrail,1,10
Malibagh,Fakirapul,2,10
Malibagh,Kamalapur (Peer Janghi Mazar),3,10
Kakrail,Kakrail,0,0
Kakrail,Fakirapul,1,10
Kakrail,Kamalapur (Peer Janghi Mazar),2,10
Fakirapul,Fakirapul,0,0
Fakirapul,Kamalapur (Peer Janghi Mazar),1,10
Kamalapur (Peer Janghi Mazar),Kamalapur (Peer Janghi Mazar),0,0
Gulistan,Gulistan,0,0
Gulistan,Demra,9.5,23
Gulistan,Ruposhi,13.7,34
Gulistan,Barpa,15.1,37
Gulistan,Bhulta (Gausia),20.6,50
Demra,Demra,0,0
Demra,Ruposhi,4.2,10
Demra,Barpa,5.6,14
Demra,Bhulta (Gausia),11.1,27
Ruposhi,Ruposhi,0,0
Ruposhi,Barpa,1.4,10
Ruposhi,Bhulta (Gausia),6.9,17
Barpa,Barpa,0,0
Barpa,Bhulta (Gausia),5.5,13
Bhulta (Gausia),Bhulta (Gausia),0,0
Madanpur,Madanpur,0,0
Madanpur,Kanchpur,8,10
Madanpur,Demra,9,22
Madanpur,Meradia Bazar,15.6,38
Madanpur,Banasree,17.6,43
Madanpur,Rampura Bridge,18.6,46
Madanpur,Jamuna Future Park,23.8,58
Madanpur,Kuril,24.8,61
Madanpur,ECB Square,28.4,70
Madanpur,Kalshi,30.3,74
Madanpur,Mirpur-10,35.2,86
Madanpur,Mirpur-1,37,91
Madanpur,Gabtoli,40.1,98
Madanpur,Hemayetpur,48.1,118
Madanpur,Savar,54.8,134
Madanpur,EPZ,68,167
Madanpur,Nandan Park,78.6,193
Kanchpur,Kanchpur,0,0
Kanchpur,Demra,1,12
Kanchpur,Meradia Bazar,7.6,28
Kanchpur,Banasree,9.6,33
Kanchpur,Rampura Bridge,10.6,36
Kanchpur,Jamuna Future Park,15.8,49
Kanchpur,Kuril,16.8,51
Kanchpur,ECB Square,20.4,60
Kanchpur,Kalshi,22.3,64
Kanchpur,Mirpur-10,27.2,76
Kanchpur,Mirpur-1,29,81
Kanchpur,Gabtoli,32.1,88
Kanchpur,Hemayetpur,40.1,108
Kanchpur,Savar,46.8,124
Kanchpur,EPZ,60,157
Kanchpur,Nandan Park,70.6,183
Demra,Demra,0,0
Demra,Meradia Bazar,6.6,16
Demra,Banasree,8.6,21
Demra,Rampura Bridge,9.6,24
Demra,Jamuna Future Park,14.8,36
Demra,Kuril,15.8,39
Demra,ECB Square,19.4,48
Demra,Kalshi,21.3,52
Demra,Mirpur-10,26.2,64
Demra,Mirpur-1,28,69
Demra,Gabtoli,31.1,76
Demra,Hemayetpur,39.1,96
Demra,Savar,45.8,112
Demra,EPZ,59,145
Demra,Nandan Park,69.6,171
Meradia Bazar,Meradia Bazar,0,0
Meradia Bazar,Banasree,2,10
Meradia Bazar,Rampura Bridge,3,10
Meradia Bazar,Jamuna Future Park,8.2,20
Meradia Bazar,Kuril,9.2,23
Meradia Bazar,ECB Square,12.8,31
Meradia Bazar,Kalshi,14.7,36
Meradia Bazar,Mirpur-10,19.6,48
Meradia Bazar,Mirpur-1,21.4,52
Meradia Bazar,Gabtoli,24.5,60
Meradia Bazar,Hemayetpur,32.5,80
Meradia Bazar,Savar,39.2,96
Meradia Bazar,EPZ,52.4,128
Meradia Bazar,Nandan Park,63,154
Banasree,Banasree,0,0
Banasree,Rampura Bridge,1,10
Banasree,Jamuna Future Park,6.2,15
Banasree,Kuril,7.2,18
Banasree,ECB Square,10.8,26
Banasree,Kalshi,12.7,31
Banasree,Mirpur-10,17.6,43
Banasree,Mirpur-1,19.4,48
Banasree,Gabtoli,22.5,55
Banasree,Hemayetpur,30.5,75
Banasree,Savar,37.2,91
Banasree,EPZ,50.4,123
Banasree,Nandan Park,61,149
Rampura Bridge,Rampura Bridge,0,0
Rampura Bridge,Jamuna Future Park,5.2,13
Rampura Bridge,Kuril,6.2,15
Rampura Bridge,ECB Square,9.8,24
Rampura Bridge,Kalshi,11.7,29
Rampura Bridge,Mirpur-10,16.6,41
Rampura Bridge,Mirpur-1,18.4,45
Rampura Bridge,Gabtoli,21.5,53
Rampura Bridge,Hemayetpur,29.5,72
Rampura Bridge,Savar,36.2,89
Rampura Bridge,EPZ,49.4,121
Rampura Bridge,Nandan Park,60,147
Jamuna Future Park,Jamuna Future Park,0,0
Jamuna Future Park,Kuril,1,10
Jamuna Future Park,ECB Square,4.6,11
Jamuna Future Park,Kalshi,6.5,16
Jamuna Future Park,Mirpur-10,11.4,28
Jamuna Future Park,Mirpur-1,13.2,32
Jamuna Future Park,Gabtoli,16.3,40
Jamuna Future Park,Hemayetpur,24.3,60
Jamuna Future Park,Savar,31,76
Jamuna Future Park,EPZ,44.2,108
Jamuna Future Park,Nandan Park,54.8,134
Kuril,Kuril,0,0
Kuril,ECB Square,3.6,10
Kuril,Kalshi,5.5,13
Kuril,Mirpur-10,10.4,25
Kuril,Mirpur-1,12.2,30
Kuril,Gabtoli,15.3,37
Kuril,Hemayetpur,23.3,57
Kuril,Savar,30,74
Kuril,EPZ,43.2,106
Kuril,Nandan Park,53.8,132
ECB Square,ECB Square,0,0
ECB Square,Kalshi,1.9,10
ECB Square,Mirpur-10,6.8,17
ECB Square,Mirpur-1,8.6,21
ECB Square,Gabtoli,11.7,29
ECB Square,Hemayetpur,19.7,48
ECB Square,Savar,26.4,65
ECB Square,EPZ,39.6,97
ECB Square,Nandan Park,50.2,123
Kalshi,Kalshi,0,0
Kalshi,Mirpur-10,4.9,12
Kalshi,Mirpur-1,6.7,16
Kalshi,Gabtoli,9.8,24
Kalshi,Hemayetpur,17.8,44
Kalshi,Savar,24.5,60
Kalshi,EPZ,37.7,92
Kalshi,Nandan Park,48.3,118
Mirpur-10,Mirpur-10,0,0
Mirpur-10,Mirpur-1,1.8,10
Mirpur-10,Gabtoli,4.9,12
Mirpur-10,Hemayetpur,12.9,32
Mirpur-10,Savar,19.6,48
Mirpur-10,EPZ,32.8,80
Mirpur-10,Nandan Park,43.4,106
Mirpur-1,Mirpur-1,0,0
Mirpur-1,Gabtoli,3.1,10
Mirpur-1,Hemayetpur,11.1,27
Mirpur-1,Savar,17.8,44
Mirpur-1,EPZ,31,76
Mirpur-1,Nandan Park,41.6,102
Gabtoli,Gabtoli,0,0
Gabtoli,Hemayetpur,8,20
Gabtoli,Savar,14.7,36
Gabtoli,EPZ,27.9,68
Gabtoli,Nandan Park,38.5,94
Hemayetpur,Hemayetpur,0,0
Hemayetpur,Savar,6.7,16
Hemayetpur,EPZ,19.9,49
Hemayetpur,Nandan Park,30.5,75
Savar,Savar,0,0
Savar,EPZ,13.2,32
Savar,Nandan Park,23.8,58
EPZ,EPZ,0,0
EPZ,Nandan Park,10.6,26
Nandan Park,Nandan Park,0,0
Azimpur,Azimpur,0,0
Azimpur,Nilkhet,0.9,10
Azimpur,Kalabagan,2.8,10
Azimpur,Russel Square,3.5,10
Azimpur,Manik Mia Avenue,5.1,12
Azimpur,Urojahaj Crossing,5.8,14
Azimpur,Banani,10.3,25
Azimpur,Kurmitola General Hospital,13.3,33
Azimpur,Airport,18.2,45
Azimpur,Abdullahpur,21.6,53
Azimpur,Ashulia,30.6,75
Azimpur,Nandan Park,50.5,124
Nilkhet,Nilkhet,0,0
Nilkhet,Kalabagan,1.9,10
Nilkhet,Russel Square,2.6,10
Nilkhet,Manik Mia Avenue,4.2,10
Nilkhet,Urojahaj Crossing,4.9,12
Nilkhet,Banani,9.4,23
Nilkhet,Kurmitola General Hospital,12.4,30
Nilkhet,Airport,17.3,42
Nilkhet,Abdullahpur,20.7,51
Nilkhet,Ashulia,29.7,73
Nilkhet,Nandan Park,49.6,122
Kalabagan,Kalabagan,0,0
Kalabagan,Russel Square,0.7,10
Kalabagan,Manik Mia Avenue,2.3,10
Kalabagan,Urojahaj Crossing,3,10
Kalabagan,Banani,7.5,18
Kalabagan,Kurmitola General Hospital,10.5,26
Kalabagan,Airport,15.4,38
Kalabagan,Abdullahpur,18.8,46
Kalabagan,Ashulia,27.8,68
Kalabagan,Nandan Park,47.7,117
Russel Square,Russel Square,0,0
Russel Square,Manik Mia Avenue,1.6,10
Russel Square,Urojahaj Crossing,2.3,10
Russel Square,Banani,6.8,17
Russel Square,Kurmitola General Hospital,9.8,24
Russel Square,Airport,14.7,36
Russel Square,Abdullahpur,18.1,44
Russel Square,Ashulia,27.1,66
Russel Square,Nandan Park,47,115
Manik Mia Avenue,Manik Mia Avenue,0,0
Manik Mia Avenue,Urojahaj Crossing,0.7,10
Manik Mia Avenue,Banani,5.2,13
Manik Mia Avenue,Kurmitola General Hospital,8.2,20
Manik Mia Avenue,Airport,13.1,32
Manik Mia Avenue,Abdullahpur,16.5,40
Manik Mia Avenue,Ashulia,25.5,62
Manik Mia Avenue,Nandan Park,45.4,111
Urojahaj Crossing,Urojahaj Crossing,0,0
Urojahaj Crossing,Banani,4.5,10
Urojahaj Crossing,Kurmitola General Hospital,7.5,18
Urojahaj Crossing,Airport,12.4,30
Urojahaj Crossing,Abdullahpur,15.8,39
Urojahaj Crossing,Ashulia,24.8,61
Urojahaj Crossing,Nandan Park,44.7,110
Banani,Banani,0,0
Banani,Kurmitola General Hospital,3,10
Banani,Airport,7.9,19
Banani,Abdullahpur,11.3,28
Banani,Ashulia,20.3,50
Banani,Nandan Park,40.2,98
Kurmitola General Hospital,Kurmitola General Hospital,0,0
Kurmitola General Hospital,Airport,4.9,12
Kurmitola General Hospital,Abdullahpur,8.3,20
Kurmitola General Hospital,Ashulia,17.3,42
Kurmitola General Hospital,Nandan Park,37.2,91
Airport,Airport,0,0
Airport,Abdullahpur,3.4,10
Airport,Ashulia,12.4,30
Airport,Nandan Park,32.3,79
Abdullahpur,Abdullahpur,0,0
Abdullahpur,Ashulia,9,22
Abdullahpur,Nandan Park,28.9,71
Ashulia,Ashulia,0,0
Ashulia,Nandan Park,19.9,49
Nandan Park,Nandan Park,0,0
Kalampur,Kalampur,0,0
Kalampur,Dhamrai,3.3,10
Kalampur,Nabinagar,11.5,28
Kalampur,Savar,19.5,48
Kalampur,Hemayetpur,27.5,67
Kalampur,Gabtoli,33,81
Kalampur,Asadgate,38,93
Kalampur,Farmgate,40,98
Kalampur,Shahbag,43,105
Kalampur,Press Club,47,115
Kalampur,Gulistan,47.5,116
Kalampur,Victoria Park,49.5,121
Dhamrai,Dhamrai,0,0
Dhamrai,Nabinagar,8.2,20
Dhamrai,Savar,16.2,40
Dhamrai,Hemayetpur,24.2,59
Dhamrai,Gabtoli,29.7,73
Dhamrai,Asadgate,34.7,85
Dhamrai,Farmgate,36.7,90
Dhamrai,Shahbag,39.7,97
Dhamrai,Press Club,43.7,107
Dhamrai,Gulistan,44.2,108
Dhamrai,Victoria Park,46.2,113
Nabinagar,Nabinagar,0,0
Nabinagar,Savar,8,20
Nabinagar,Hemayetpur,16,39
Nabinagar,Gabtoli,21.5,53
Nabinagar,Asadgate,26.5,65
Nabinagar,Farmgate,28.5,70
Nabinagar,Shahbag,31.5,77
Nabinagar,Press Club,35.5,87
Nabinagar,Gulistan,36,88
Nabinagar,Victoria Park,38,93
Savar,Savar,0,0
Savar,Hemayetpur,8,20
Savar,Gabtoli,13.5,33
Savar,Asadgate,18.5,45
Savar,Farmgate,20.5,50
Savar,Shahbag,23.5,58
Savar,Press Club,27.5,67
Savar,Gulistan,28,69
Savar,Victoria Park,30,74
Hemayetpur,Hemayetpur,0,0
Hemayetpur,Gabtoli,5.5,13
Hemayetpur,Asadgate,10.5,26
Hemayetpur,Farmgate,12.5,31
Hemayetpur,Shahbag,15.5,38
Hemayetpur,Press Club,19.5,48
Hemayetpur,Gulistan,20,49
Hemayetpur,Victoria Park,22,54
Gabtoli,Gabtoli,0,0
Gabtoli,Asadgate,5,12
Gabtoli,Farmgate,7,17
Gabtoli,Shahbag,10,25
Gabtoli,Press Club,14,34
Gabtoli,Gulistan,14.5,36
Gabtoli,Victoria Park,16.5,40
Asadgate,Asadgate,0,0
Asadgate,Farmgate,2,10
Asadgate,Shahbag,5,12
Asadgate,Press Club,9,22
Asadgate,Gulistan,9.5,23
Asadgate,Victoria Park,11.5,28
Farmgate,Farmgate,0,0
Farmgate,Shahbag,3,10
Farmgate,Press Club,7,17
Farmgate,Gulistan,7.5,18
Farmgate,Victoria Park,9.5,23
Shahbag,Shahbag,0,0
Shahbag,Press Club,4,10
Shahbag,Gulistan,4.5,11
Shahbag,Victoria Park,6.5,16
Press Club,Press Club,0,0
Press Club,Gulistan,0.5,10
